어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
현대예원어린이집,경기도,광주시,민간,24,6,경기도 광주시 벌원길 63 현대아파트 관리동 1층 현대예원어린이집,031-797-0046,,3,,,Y,,2017-02-23
반딧불이어린이집,경기도,광주시,민간,49,8,경기도 광주시 오포읍 문형산안길 48 가동,031-718-8598,,6,,11,Y,,2017-02-23
초록어린이집,경기도,광주시,민간,71,12,경기도 광주시 중앙로 338-50,031-798-2204,,8,,,Y,,2017-02-23
예향어린이집,경기도,광주시,민간,19,5,경기도 광주시 초월읍 현산로 99 102동 103호(우림1차아파트),031-766-7091,,3,,,Y,,2017-02-23
송정빅스맘어린이집,경기도,광주시,민간,33,8,경기도 광주시 중앙로 338-5,031-768-0046,,3,,,Y,,2017-02-23
세움어린이집,경기도,광주시,민간,112,15,경기도 광주시 양촌길 89-10 양벌리 585-2,031-798-8066,,9,,,Y,,2017-02-23
매산동화나라어린이집,경기도,광주시,민간,68,9,경기도 광주시 오포읍 독산동길 34-33 -,031-765-2324,,6,,,Y,,2017-02-23
꿀벌어린이집,경기도,광주시,민간,74,15,경기도 광주시 장지7길 3 (장지동),031-765-5355,,7,,,Y,,2017-02-23
현진어린이집,경기도,광주시,민간,30,4,경기도 광주시 곤지암읍 평촌길 17 현진에버빌아파트  관리동 1층,031-798-2752,,3,,0,N,,2017-02-23
백마어린이집,경기도,광주시,직장,34,7,경기도 광주시 오포읍 양벌로353번길 40-41 백마빌리지 106동1층,031-766-7715,,5,,0,N,,2017-02-23
초월사랑어린이집,경기도,광주시,가정,18,6,경기도 광주시 초월읍 경충대로1127번길 55 102동 103호,031-761-0806,,3,,4,N,,2017-02-23
푸른숲어린이집,경기도,광주시,부모협동,18,4,경기도 광주시 퇴촌면 산수로 870-81,070-4139-9865,,2,,0,N,,2017-02-23
예쁜숲어린이집,경기도,광주시,가정,19,6,경기도 광주시 밭말길 70-32 아름빌 102호,031-763-0878,,3,,0,Y,,2017-02-23
풍경어린이집,경기도,광주시,가정,17,4,경기도 광주시 오포읍 상태길 101-16 1동 101호,031-726-2726,,3,,0,N,,2017-02-23
예쁜숲속어린이집,경기도,광주시,가정,19,5,경기도 광주시 밭말길 70-32 아름빌 101,031-763-3367,,3,,0,Y,,2017-02-23
현대숲어린이집,경기도,광주시,가정,17,6,경기도 광주시 오포읍 새말길167번길 9 현대그린빌 102동 101호,031-726-0633,,3,,0,Y,,2017-02-23
새샘어린이집,경기도,광주시,민간,72,12,경기도 광주시 오포읍 오포안로 263,031-767-4279,,5,,6,Y,,2017-02-23
산내들어린이집,경기도,광주시,민간,41,5,경기도 광주시 과수원길27번길 11 (경안동),031-765-3125,,5,,7,Y,,2017-02-23
꿀벌어린이집,경기도,광주시,민간,74,15,경기도 광주시 장지7길 3 (장지동),031-765-5355,,5,1,8,Y,,2017-02-23
오포어린이집,경기도,광주시,민간,181,17,경기도 광주시 오포읍 오포안로 306 (오포어린이집),031-762-2000,,11,1,13,Y,,2017-02-23
리나어린이집,경기도,광주시,민간,29,4,경기도 광주시 오포읍 태재로 103,031-718-4890,,2,,3,Y,,2017-02-23
새그린어린이집,경기도,광주시,민간,99,11,경기도 광주시 회덕길28번길 88 (회덕동),031-768-5735,,5,1,8,Y,,2017-02-23
예원어린이집,경기도,광주시,민간,43,7,경기도 광주시 경안로 128-44,031-764-7198,,6,,8,Y,,2017-02-23
샛별어린이집,경기도,광주시,가정,19,3,경기도 광주시 오포읍 회안대로 90 대성아파트 105동 104호,031-769-1514,,3,,4,N,,2017-02-23
예쁜숲속어린이집,경기도,광주시,가정,19,5,경기도 광주시 밭말길 70-32 아름빌 101,031-763-3367,,3,,5,Y,,2017-02-23
즐거운어린이집,경기도,광주시,가정,20,7,"경기도 광주시 태봉로 61 205동 101호(태전동, 성원상떼빌2단지아파트)",031-797-0640,,3,,4,N,,2017-02-23
광주시청어린이집,경기도,광주시,직장,75,13,경기도 광주시 행정타운로 50 (송정동),031-761-1735,,6,1,7,N,,2017-02-23
헨젤과그레텔어린이집,경기도,광주시,민간,106,16,경기도 광주시 오포읍 마루들길 231-5,031-798-4234,,6,,14,Y,,2017-02-23
키키어린이집,경기도,광주시,가정,17,5,경기도 광주시 평촌길 17 현진에버빌102동101호,031-797-1946,,3,,4,N,,2017-02-23
다솜어린이집,경기도,광주시,가정,19,6,경기도 광주시 오포읍 마루들길 226 쌍용2차아파트 201동 104호,031-763-7310,,4,,4,N,,2017-02-23
성원꼬마숲어린이집,경기도,광주시,가정,20,5,경기도 광주시 태봉로 77 3단지성원아파트 304동 105호,031-699-7688,,4,,5,Y,,2017-02-23
보미어린이집,경기도,광주시,민간,53,8,경기도 광주시 초월읍 지월로16번길 17,031-763-0870,,5,1,6,Y,,2017-02-23
자연숲어린이집,경기도,광주시,가정,17,5,경기도 광주시 오포읍 새말길167번길 9 현대그린빌 102동 102호,031-726-0933,,3,,0,Y,,2017-02-23
민재숲어린이집,경기도,광주시,가정,18,6,경기도 광주시 오포읍 마루들길 248 101동 106호,031-769-1561,,3,,0,Y,,2017-02-23
우리아이어린이집,경기도,광주시,가정,18,6,경기도 광주시 오포읍 새말길 98 105동 101호(용마신현타운),031-711-9152,,3,,0,Y,,2017-02-23
솔로몬어린이집,경기도,광주시,가정,19,5,경기도 광주시 초월읍 현산로 99 104동 103호,031-762-3036,,3,,4,Y,,2017-02-23
아름다운어린이집,경기도,광주시,가정,20,7,"경기도 광주시 오포읍 양촌길 124 104동 104호(양벌리, 양촌현대)",031-798-1287,,3,,4,Y,,2017-02-23
향기나무어린이집,경기도,광주시,가정,19,5,경기도 광주시 초월읍 현산로 99 우림1차아파트 103동105호,031-765-9209,,3,,4,Y,,2017-02-23
예닮어린이집,경기도,광주시,가정,19,10,"경기도 광주시 회안대로 350-23 305동 103호(태전동, 쌍용3단지아파트)",031-761-5576,,3,,4,N,,2017-02-23
앙팡어린이집,경기도,광주시,가정,19,5,경기도 광주시 오포읍 능평로 38 현대아이파크아파트,031-726-0666,,3,,4,N,,2017-02-23
베베현진어린이집,경기도,광주시,가정,17,5,"경기도 광주시 곤지암읍 평촌길 17 102동 106호(삼리, 현진에버빌)",031-798-0577,,3,,4,N,,2017-02-23
하늘숲어린이집,경기도,광주시,가정,17,4,경기도 광주시 초월읍 도곡길22번길 11-4 대호주택 102호,031-767-0911,,3,,4,N,,2017-02-23
푸른숲어린이집,경기도,광주시,협동,18,4,경기도 광주시 퇴촌면 산수로 870-81,070-4139-9865,,,,0,N,,2017-02-23
리틀잼잼어린이집,경기도,광주시,가정,19,5,경기도 광주시 오포읍 회안대로 90 대성아파트101동106호,031-769-4381,,3,,4,Y,,2017-02-23
해맑은어린이집,경기도,광주시,가정,20,6,경기도 광주시 초월읍 경충대로 921 벽산블루밍아파트 101동102호,031-798-2987,,3,,4,Y,,2017-02-23
쌍용꼬마숲어린이집,경기도,광주시,가정,19,5,경기도 광주시 곤지암로 120   경기도 광주시 곤지암읍 곤지암리 459 쌍용1차101동105호,070-7593-0490,,3,,4,N,,2017-02-23
가온어린이집,경기도,광주시,가정,17,5,경기도 광주시 태재로 137-6 한성하이츠빌라 A동 102호,031-726-3280,,4,,4,Y,,2017-02-23
쁘띠어린이집,경기도,광주시,가정,19,4,경기도 광주시 초월읍 경충대로 1067 롯데낙천대아파트 204-105,031-761-9617,,3,,4,N,,2017-02-23
영재어린이집,경기도,광주시,가정,20,4,경기도 광주시 내선길 188,031-761-0229,,4,,4,Y,,2017-02-23
애플비어린이집,경기도,광주시,민간,109,10,경기도 광주시 중앙로175번길 28 (송정동),031-762-3338,,8,,13,Y,,2017-02-23
동그라미어린이집,경기도,광주시,가정,19,5,경기도 광주시 파발로 201 101-106,031-763-5618,,3,,4,Y,,2017-02-23
해피사랑어린이집,경기도,광주시,민간,106,16,경기도 광주시 오포읍 창뜰윗길6번길 29,031-726-9224,,10,1,13,Y,,2017-02-23
명성어린이집,경기도,광주시,민간,99,16,경기도 광주시 절골길 12-13,031-765-7175,,6,1,10,Y,,2017-02-23
자연키즈랜드어린이집,경기도,광주시,민간,123,16,경기도 광주시 오포읍 오포로171번길 17-90,031-767-0690,,10,1,16,Y,,2017-02-23
예인어린이집,경기도,광주시,가정,17,4,경기도 광주시 장지1길 36-1,031-765-9462,,3,,4,N,,2017-02-23
꿈이자라는어린이집,경기도,광주시,민간,49,5,경기도 광주시 경안천로 31-1,031-797-1773,,4,,4,Y,,2017-02-23
아이숲어린이집,경기도,광주시,가정,17,5,경기도 광주시 오포읍 양촌안길 35-17 세양아파트 105-105,031-767-6004,,3,,4,N,,2017-02-23
동성아이림 어린이집,경기도,광주시,가정,19,5,"경기도 광주시 경충대로1422번길 25 105동 105호(쌍령동, 쌍령동성1차아파트)",031-797-9089,,3,,4,Y,,2017-02-23
함께하는어린이집,경기도,광주시,가정,20,6,경기도 광주시 회안대로 637-35 경남아너스빌 102동 104호,031-8028-6337,,4,,8,N,,2017-02-23
킨더도르프어린이집,경기도,광주시,민간,76,11,경기도 광주시 초월읍 설월길36번길 15-39,031-765-9323,,4,1,7,Y,,2017-02-23
이삭사임당어린이집,경기도,광주시,민간,20,6,경기도 광주시 중앙로 10 (쌍령동),031-798-5096,,4,,5,Y,,2017-02-23
한벌자연어린이집,경기도,광주시,민간,143,19,경기도 광주시 탄벌길 100-13 탄벌동354-3,031-699-3033,,11,,16,Y,,2017-02-23
이화어린이집,경기도,광주시,민간,104,10,경기도 광주시 경안로88번길 9-5,031-768-3900,,7,,10,Y,,2017-02-23
통큰에듀파크어린이집,경기도,광주시,민간,115,16,경기도 광주시 벌원길 63-11,031-763-3226,,9,1,12,Y,,2017-02-23
리틀킹어린이집,경기도,광주시,가정,20,5,"경기도 광주시 곤지암읍 곤지암로 108 202동 106호(곤지암리, 곤지암쌍용2차아파트)",031-761-7802,,3,,4,Y,,2017-02-23
기쁨샘어린이집,경기도,광주시,가정,19,11,"경기도 광주시 초월읍 현산로 67 104동 105호(도평리, 대주피오레)",031-761-3019,,3,,4,Y,,2017-02-23
아띠랑어린이집,경기도,광주시,가정,19,6,"경기도 광주시 태봉로 48 104동 101호(태전동, 성원상떼빌1단지아파트)",070-7559-8625,,4,,5,Y,,2017-02-23
꿈나래어린이집,경기도,광주시,가정,19,3,경기도 광주시 오포읍 회안대로 90-1 101동 102호(대성아파트),031-761-7904,,3,,4,Y,,2017-02-23
재활플러스 어린이집,경기도,광주시,민간,39,20,경기도 광주시 오포읍 대명대길11번길 27,031-726-3062,,10,,12,Y,,2017-02-23
수연어린이집,경기도,광주시,가정,20,7,경기도 광주시 경안천로 145 203동 102호(금강펜테리움),031-797-6704,,3,,4,N,,2017-02-23
명성꼬마숲어린이집,경기도,광주시,가정,20,7,경기도 광주시 중앙로 330-15 에코하임 101호 (송정동),070-4125-5391,,3,,4,Y,,2017-02-23
남한산숲어린이집,경기도,광주시,민간,36,7,경기도 광주시 중부면 남한산성로 507-36,070-4235-0812,,4,,8,Y,,2017-02-23
사랑가득어린이집,경기도,광주시,가정,20,7,경기도 광주시 벌원길 64-5 동보아파트101-105,070-4025-0852,,3,,4,N,,2017-02-23
토끼어린이집,경기도,광주시,가정,19,2,"경기도 광주시 문화로101번길 9 104동 103호(경안동, 대우)",031-769-0833,,3,,4,Y,,2017-02-23
자인어린이집,경기도,광주시,가정,20,5,"경기도 광주시 경안천로 159 102동 102호(송정동, 금강펜테리움1단지아파트)",070-4069-5771,,4,,5,Y,,2017-02-23
자연숲어린이집,경기도,광주시,가정,17,5,경기도 광주시 오포읍 새말길167번길 9 현대그린빌 102동 102호,031-726-0933,,3,,4,Y,,2017-02-23
엘르빅스맘어린이집,경기도,광주시,가정,20,3,"경기도 광주시 태봉로 86 108동 103호(태전동, 태전동우림필유)",031-699-5567,,3,,4,N,,2017-02-23
하랑어린이집,경기도,광주시,가정,19,5,"경기도 광주시 경충대로1422번길 42 205동 106호(쌍령동, 쌍령현대모닝사이드2차아파트)",031-797-6953,,3,,4,N,,2017-02-23
아이샘어린이집,경기도,광주시,가정,20,6,"경기도 광주시 송정로 39 101동 102호(탄벌동, 파라다이스)",031-798-3007,,3,,4,N,,2017-02-23
삼리어린이집,경기도,광주시,민간,123,15,경기도 광주시 평촌길60번길 16,031-798-7119,,7,1,14,Y,,2017-02-23
아이랜드어린이집,경기도,광주시,민간,99,12,경기도 광주시 곤지암읍 평촌길 38-20 경기도 광주시 곤지암읍  삼리 135-1,031-763-2228,,7,2,9,Y,,2017-02-23
이화영재어린이집,경기도,광주시,민간,103,14,경기도 광주시 오포읍 마루들길 221-5,031-766-2030,,7,1,13,Y,,2017-02-23
능평어린이집,경기도,광주시,민간,145,20,경기도 광주시 오포읍 능평로 182 (능평리 171-6번지),031-766-5424,,12,1,16,Y,,2017-02-23
송정빅스맘어린이집,경기도,광주시,민간,33,8,경기도 광주시 중앙로 338-5,031-768-0046,,4,,5,Y,,2017-02-23
꿈이있는나무어린이집,경기도,광주시,민간,41,10,경기도 광주시 오포읍 왕림로 43 1층 (능평리 74번지),070-8830-0871,,5,,10,Y,,2017-02-23
워니빅스맘어린이집,경기도,광주시,민간,22,4,경기도 광주시 회안대로 621-21 벽산블루밍1단지 관리동,031-764-1120,,3,,4,N,,2017-02-23
태전어린이집,경기도,광주시,국공립,90,15,경기도 광주시 장지7길 63-48,031-768-3268,,7,1,16,Y,,2017-02-23
Baby랑어린이집,경기도,광주시,가정,20,8,"경기도 광주시 고불로 33 105동 104호(장지동, 현대)",031-767-8648,,3,,4,Y,,2017-02-23
리틀동산어린이집,경기도,광주시,민간,29,6,경기도 광주시 도척면 궁뜰길14번길 49,031-797-4255,,5,,7,Y,,2017-02-23
한마음어린이집,경기도,광주시,가정,16,3,경기도 광주시 마루들길 292 대주파크빌 제1차 B블럭 상가동,031-761-2444,,3,1,4,Y,,2017-02-23
퇴촌어린이집,경기도,광주시,국공립,90,15,경기도 광주시 광동로52번길 34,031-766-2289,,6,1,16,Y,,2017-02-23
예꿈키즈어린이집,경기도,광주시,가정,19,4,경기도 광주시 탄벌길 60 우림아파트 102동 102호,031-762-8258,,3,,4,Y,,2017-02-23
하늘담은어린이집,경기도,광주시,가정,17,3,경기도 광주시 오포읍 마루들길 278 캐슬타운 102호,031-798-4825,,3,,4,Y,,2017-02-23
유리어린이집,경기도,광주시,민간,73,12,경기도 광주시 이배재로 179-21,031-769-2616,,6,1,10,Y,,2017-02-23
아가사랑어린이집,경기도,광주시,가정,20,4,경기도 광주시 초월읍 경충대로 1010-4,031-765-5513,,3,,4,Y,,2017-02-23
엄마Mom어린이집,경기도,광주시,가정,19,6,경기도 광주시 오포읍 새말길 160 나이스빌 101호,031-712-7726,,3,,4,N,,2017-02-23
한솔숲어린이집,경기도,광주시,민간,158,17,경기도 광주시 오포읍 양벌로 145-11,031-767-7003,,11,,19,Y,,2017-02-23
초록별어린이집,경기도,광주시,가정,20,6,"경기도 광주시 중앙로335번길 42 103동 105호(송정동, 대주파크빌)",070-8292-0888,,3,1,4,Y,,2017-02-23
빛나어린이집,경기도,광주시,법인·단체등,68,8,경기도 광주시 퇴촌면 천진암로 534-4,031-767-5764,,5,,7,Y,,2017-02-23
한음어린이집,경기도,광주시,민간,174,22,경기도 광주시 태봉로1번길 9,031-797-4554,,11,1,26,Y,,2017-02-23
새싹어린이집,경기도,광주시,가정,19,6,경기도 광주시 경충대로1127번길 15 동광모닝스카이아파트 101동 101호,031-761-7101,,3,,4,N,,2017-02-23
파랑새어린이집,경기도,광주시,가정,20,6,경기도 광주시 오포읍 오포로 131-6 장우맨션101동101호,031-767-0330,,3,,4,Y,,2017-02-23
푸른숲옹달샘어린이집,경기도,광주시,민간,42,8,경기도 광주시 마루들길 259-39,031-764-7333,,5,,8,Y,,2017-02-23
아이빛나어린이집,경기도,광주시,민간,112,13,경기도 광주시 곤지암로50번길 23,031-765-3474,,9,1,14,Y,,2017-02-23
애경어린이집,경기도,광주시,민간,68,11,경기도 광주시 수하길 23,031-761-8558,,7,1,8,Y,,2017-02-23
꿈담터어린이집,경기도,광주시,가정,19,6,"경기도 광주시 태봉로13번길 17 101동 105호(장지동, 금광아파트)",031-699-7597,,3,,4,N,,2017-02-23
베이비키즈스쿨어린이집,경기도,광주시,가정,17,4,경기도 광주시 오포읍 상태길 18 한성빌라 101호,031-726-9302,,3,,4,N,,2017-02-23
백합어린이집,경기도,광주시,가정,20,5,"경기도 광주시 경안천로 159 102동 101호(송정동, 금강펜타리움1단지아파트)",031-765-1988,,4,,5,Y,,2017-02-23
솔빛어린이집,경기도,광주시,가정,19,7,경기도 광주시 태봉로 50 성원아파트 105동 103호,031-765-8240,,3,,4,Y,,2017-02-23
리틀롯데어린이집,경기도,광주시,가정,19,5,경기도 광주시 초월읍 경충대로 1065 104동 106호(롯데낙천대아파트),031-762-1282,,3,,4,Y,,2017-02-23
달란트어린이집,경기도,광주시,민간,37,7,경기도 광주시 곤지암읍 평촌길11번길 16-13,031-763-9751,,3,,4,Y,,2017-02-23
온맘어린이집,경기도,광주시,가정,20,3,경기도 광주시 중앙로22번길 30-1 청석파크빌 102호,031-765-7945,,3,,4,Y,,2017-02-23
숲속어린이집,경기도,광주시,법인·단체등,95,16,경기도 광주시 남종면 산수로 1595-7,031-765-7245,,7,1,8,Y,,2017-02-23
본생태어린이집,경기도,광주시,민간,70,8,경기도 광주시 회덕길68번길 87-5,031-769-3242,,6,1,10,Y,,2017-02-23
해와나무어린이집,경기도,광주시,민간,39,9,경기도 광주시 오포읍 오포로 127-16,031-766-4568,,8,,10,Y,,2017-02-23
