시군명,시설명,전화번호,지정일자,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84경도,WGS84위도
수원시,365스마트의원,031-268-7234,2009-03-11,16329,경기도 수원시 장안구 천천동 526번지 롯데마트 3층,경기도 수원시 장안구 만석로19번길 25-10,126.9824797,37.2957861
평택시,365연합의원,031-611-2119,2014-11-20,17785,경기도 평택시 이충동 610-1번지,경기도 평택시 송탄로40번길 79-16,127.0572594,37.0520162
안산시,365열린의원,031-405-0365,2010-01-01,15276,경기도 안산시 상록구 부곡동 727-16번지 도원빌딩 2층,경기도 안산시 상록구 시낭북로4길 1,126.8581301,37.3352271
의왕시,365키즈소아청소년과의원,031-423-5575,2014-02-19,16022,경기도 의왕시 내손동 414-3번지 대림프라자 402호,경기도 의왕시 포일로 43,126.9773953,37.3900315
광명시,365편안한내과의원,02-2612-3365,2016-06-15,14220,경기도 광명시 광명동 158-85번지,경기도 광명시 오리로 976,126.8548226,37.4794021
수원시,365힐링의원,031-203-3650,2012-11-22,16688,경기도 수원시 영통구 망포동 399-4번지 (2층) 2층 365힐링의원,경기도 수원시 영통구 영통로 151,127.0551634,37.2409127
안산시,B.M산부인과의원,031-501-0660,2014-02-11,15495,경기도 안산시 상록구 이동 716-9번지 한대빌딩 4층,경기도 안산시 상록구 광덕1로 376,126.8514372,37.3078368
이천시,Dr.배가정의학과의원,070-8824-4846,2013-08-26,17332,경기도 이천시 부발읍 아미리 725-8번지 DR.배가정의학과의원,경기도 이천시 부발읍 경충대로 2096-4,127.490458,37.2521114
성남시,LH의원,031-738-5180,2015-07-16,13637,경기도 성남시 분당구 구미동 175번지 LH사옥 3층,경기도 성남시 분당구 성남대로54번길 3,127.1101005,37.3414211
용인시,M＆M소아과의원,031-8005-8488,2010-11-01,17006,경기도 용인시 기흥구 중동 832-1번지 4층 동백동 2202-1 훼미리프라자 1 402호,경기도 용인시 기흥구 동백5로 21-11,127.1527097,37.2774653
용인시,SJ美의원,031-548-0071,2016-06-29,16837,경기도 용인시 수지구 풍덕천동 712-2번지 수지코아빌딩 5층,경기도 용인시 수지구 문정로 32,127.0954644,37.3234581
수원시,SK메디모아소아청소년과의원,031-302-9933,2015-12-24,16336,경기도 수원시 장안구 정자동 600-31번지,경기도 수원시 장안구 이목로 24-9,126.9848111,37.3092568
안양시,e-서울이비인후과의원,031-387-5075,2011-07-21,13937,경기도 안양시 동안구 관양동 1402번지 매직카서비스센타 3층,경기도 안양시 동안구 관평로 312,126.9574221,37.4039732
화성시,밝은미래소아청소년과의원,031-278-8833,2010-11-04,18302,경기도 화성시 봉담읍 동화리 599-1번지 상도프라자 405~406호,경기도 화성시 봉담읍 동화길 81-10,126.958571,37.2171016
의왕시,밝은미래소아청소년과의원,031-453-9027,2009-02-27,16063,경기도 의왕시 고천동 279-3번지 한국빌딩 2층,경기도 의왕시 경수대로 236,126.9744752,37.3478364
고양시,밝은미래의원,031-964-3366,2016-06-17,10275,경기도 고양시 덕양구 고양동 204-1번지 현대빌딩 1층,경기도 고양시 덕양구 읍내로6번길 1-20,126.9022228,37.7013451
수원시,밝은세상의원,031-303-1919,2014-02-06,16295,경기도 수원시 장안구 조원동 894번지 일호골든타워 301호,경기도 수원시 장안구 경수대로 940,127.0080365,37.303068
남양주시,밝은아이소아청소년과의원,031-559-5703,2010-11-03,12150,경기도 남양주시 호평동 640번지 메인시네마타워 502호,경기도 남양주시 늘을2로 26,127.244021,37.6550032
의왕시,방소아과의원,031-426-8276,2013-02-18,16022,경기도 의왕시 포일동 643번지 상가-201 방소아과의원,경기도 의왕시 흥안대로434번길 86,126.9796421,37.3911132
성남시,방소아청소년과의원,031-730-2070,2010-11-01,13272,경기도 성남시 수정구 신흥동 2463-4번지 신흥2동 2463-4 한신프라자205호,경기도 성남시 수정구 산성대로 331,127.1526789,37.4436934
수원시,방수관내과의원,031-226-1441,2016-07-01,16584,경기도 수원시 권선구 권선동 1193-2번지 미래타운 302호,경기도 수원시 권선구 덕영대로 1205,127.0224713,37.2491851
수원시,방찬호소아청소년과의원,031-293-2346,2012-10-25,16607,경기도 수원시 권선구 탑동 300-17번지 일신빌딩 2층,경기도 수원시 권선구 상탑로 52,126.9767815,37.2712681
시흥시,배곧사랑내과의원,031-497-1002,2016-03-07,15010,경기도 시흥시 정왕동 2513번지 센터프라자 4층 402호,경기도 시흥시 배곧3로 80,126.7290819,37.3705258
안산시,배현미산부인과의원,031-401-9186,2016-06-16,15361,경기도 안산시 단원구 고잔동 539번지 전원빌딩 202호,경기도 안산시 단원구 예술대학로 20,126.8371894,37.318702
양주시,백경훈소아청소년과의원,031-864-3838,2010-10-28,11444,경기도 양주시 덕계동 421-1번지,경기도 양주시 평화로 1436,127.0464596,37.8187562
안산시,백내과의원,031-408-0330,2016-06-20,15495,경기도 안산시 상록구 이동 716-4번지 206 호,경기도 안산시 상록구 중보로 47,126.851799,37.3074228
안양시,백내과의원,031-455-7684,2010-10-29,14078,경기도 안양시 동안구 호계동 923-4번지 4층,경기도 안양시 동안구 경수대로 703,126.9510091,37.3843916
양주시,백석중앙의원,031-826-2800,2009-10-28,11514,경기도 양주시 백석읍 복지리 290번지 (동화아파트1차상가),,126.9839356,37.7835898
수원시,백성병원,031-238-9121,2016-06-16,16489,경기도 수원시 팔달구 인계동 1019-2번지,경기도 수원시 팔달구 인계로 102,127.0283386,37.2677632
의정부시,백세미래의원,031-840-9988,2015-03-10,11777,경기도 의정부시 신곡동 757-2번지 광장골드상가 301호,경기도 의정부시 장곡로 554,127.0643233,37.7486003
수원시,백창기의원,031-232-7584,2010-10-30,16577,경기도 수원시 권선구 세류동 854-1번지,경기도 수원시 권선구 세지로 85,127.0178409,37.2594575
고양시,백희수산부인과의원,031-922-9200,2016-06-13,10386,경기도 고양시 일산서구 주엽동 66-1번지 일송노블레스빌딩 503호,경기도 고양시 일산서구 중앙로 1426,126.761909,37.6701848
용인시,범세이비인후과의원,031-322-1219,2009-03-01,17027,경기도 용인시 처인구 포곡읍 둔전리 152-9번지 포곡읍 둔전리 152-9,경기도 용인시 처인구 포곡읍 포곡로 109,127.2174869,37.2694907
광명시,벗이비인후과의원,02-898-5800,2014-01-06,14316,경기도 광명시 소하동 1340-5번지 웅신아트 303~304호,경기도 광명시 금하로 458,126.8832946,37.4483229
의정부시,베데스다의원,031-873-5353,2016-06-28,11662,경기도 의정부시 가능동 724번지,경기도 의정부시 가능로 34,127.0346852,37.7464047
부천시,베스트가정의학과의원,032-677-7582,2009-02-11,14473,경기도 부천시 원종동 372-5번지 2층,경기도 부천시 소사로 706,126.8051772,37.518811
수원시,베스트산부인과의원,031-269-8833,2009-02-26,16329,경기도 수원시 장안구 천천동 528-2,경기도 수원시 장안구 만석로5번길 12-10,126.9830889,37.2953177
안산시,베스트원의원,031-407-5114,2016-04-11,15568,경기도 안산시 상록구 본오동 720번지,경기도 안산시 상록구 본오로 46-1,126.8664394,37.2891768
안성시,베스트의원,031-673-5009,2010-10-27,17568,경기도 안성시 신소현동 175번지 코아루아파트상가 307호,경기도 안성시 남파로 73-9,127.2563169,37.0169139
파주시,베스트이비인후과의원,031-948-2255,2011-01-26,10895,경기도 파주시 와동동 1303-3번지 윤정프라자 3층 301호,경기도 파주시 미래로602번길 3,126.751604,37.7312304
성남시,베일러이화산부인과의원,031-710-9670,2012-02-03,13555,"경기도 성남시 분당구 정자동 15-2번지 분당크리닉 301,302호",경기도 성남시 분당구 성남대로 385,127.1074324,37.3704812
부천시,벨라산부인과의원,032-654-9900,2016-06-30,14722,경기도 부천시 송내동 373번지 대우프라자 401호,경기도 부천시 중동로 48,126.7642256,37.4843985
부천시,변내과의원,032-324-5625,2016-06-17,14545,경기도 부천시 상동 542-6번지 메드위즈빌딩 301호,경기도 부천시 소향로 51,126.7535001,37.5034954
부천시,변종인소아청소년과의원,032-343-4641,2010-03-15,14711,경기도 부천시 심곡본동 668번지,경기도 부천시 경인로 216-1,126.7795497,37.483077
부천시,변주원내과의원,032-668-5275,2011-03-15,14641,경기도 부천시 심곡동 164-3번지 김흥균산부인과 2층,경기도 부천시 부천로 34,126.7837324,37.4871664
남양주시,별내참사랑의원,031-528-0175,2013-08-19,12097,경기도 남양주시 별내동 826-10번지 리츠프라자 Ⅱ 301호,경기도 남양주시 별내3로 318,127.1177849,37.665717
안성시,별소아청소년과의원,031-672-9607,2013-08-29,17578,경기도 안성시 석정동 145-8번지 145-8,경기도 안성시 중앙로 252,127.2567642,37.0129122
광명시,별이비인후과의원,02-898-3651,2010-03-02,14256,경기도 광명시 하안동 864번지 e편한세상센트레빌아파트 가동 4층 401호,,126.8672106,37.468542
화성시,병점메디칼의원,031-224-7102,2012-01-12,18411,경기도 화성시 병점동 371-1번지 2층,경기도 화성시 경기대로 1008,127.0366988,37.2059953
고양시,보람의원,02-381-3527,2013-02-27,10556,경기도 고양시 덕양구 삼송동 33-14번지,경기도 고양시 덕양구 삼송로 183,126.8941168,37.6536318
안양시,보람의원,031-385-2050,2010-01-01,14068,경기도 안양시 동안구 평촌동 896-6번지 부영아파트상가 306호,,126.9647018,37.3918842
시흥시,보람의원,031-508-4999,2010-11-04,15070,경기도 시흥시 거모동 1756-1번지 동운디오빌 206호,경기도 시흥시 군자로 520,126.7846911,37.3438904
안산시,보아스이비인후과의원,031-406-5075,2010-01-01,15541,경기도 안산시 상록구 본오동 871-2번지 102-3호,경기도 안산시 상록구 샘골로 142,126.863325,37.2963183
고양시,보아스이비인후과의원,031-901-1227,2013-01-25,10416,경기도 고양시 일산동구 마두동 737-2번지 502 보아스이비인후과의원,경기도 고양시 일산동구 일산로 211,126.7893259,37.6548491
안양시,본내과의원,031-421-9970,2010-10-29,13943,경기도 안양시 동안구 관양동 1506-22번지 3층,경기도 안양시 동안구 흥안대로 510,126.9773921,37.3992759
부천시,본드림병원,032-343-8275,2016-06-20,14694,"경기도 부천시 소사본동 126-22번지 2,3층",경기도 부천시 소사로 236,126.7959428,37.4793047
안양시,본병원,031-441-2900,2016-06-16,13992,경기도 안양시 만안구 안양동 668-35번지 3 ~ 8층,경기도 안양시 만안구 안양로314번길 15,126.9209224,37.4006919
수원시,박기서내과의원,031-257-1296,2010-10-31,16317,경기도 수원시 장안구 정자동 75-7번지 75-7 정자메디칼센터 박기서내과의원,경기도 수원시 장안구 수성로 253,127.0000626,37.289733
안양시,박내과의원,031-388-1945,2016-06-15,14072,경기도 안양시 동안구 호계동 1051번지 올림픽스포츠센타 303호,경기도 안양시 동안구 동안로 120,126.9521687,37.3894738
고양시,박내과의원,031-972-2111,2013-03-11,10506,경기도 고양시 덕양구 토당동 282-23번지 금호프라자 212호,경기도 고양시 덕양구 토당로 115,126.8169823,37.625272
부천시,박내과의원,032-342-2336,2010-03-15,14671,경기도 부천시 역곡동 77-6번지 스카이빌딩 3층,경기도 부천시 역곡로 7,126.811324,37.486007
부천시,박동건소아과의원,032-667-7533,2010-03-15,14618,경기도 부천시 상동 235-6번지,경기도 부천시 장말로 198,126.7638711,37.492732
부천시,박상석내과의원,032-679-7582,2010-03-15,14493,경기도 부천시 내동 9번지 9,경기도 부천시 삼작로 98,,
남양주시,박상준소아청소년과의원,031-573-8275,2013-02-25,12066,"경기도 남양주시 진접읍 금곡리 1081-4번지 폴리프라자 305,306호 박상준소아청소년과의원",경기도 남양주시 진접읍 해밀예당1로 30-9,127.1867287,37.7115518
용인시,박상현내과의원,031-283-7706,2010-11-01,16911,경기도 용인시 기흥구 마북동 181-2번지 한성프라자 307호,경기도 용인시 기흥구 마북로 159,127.12347,37.304097
광명시,박상현소아청소년과의원,02-2688-2163,2009-02-26,14287,경기도 광명시 광명동 200-6번지 한진아파트상가 2304호,,126.8521013,37.4776778
평택시,박샘소아청소년과의원,031-691-8275,2010-11-01,17905,경기도 평택시 합정동 766-2번지 SK뷰주상복합2 222호,경기도 평택시 중앙로 176,127.1023618,36.9913272
하남시,박서울소아청소년과의원,031-795-6664,2009-03-23,12945,경기도 하남시 신장동 81-4번지 현대빌딩 2층,경기도 하남시 신장동로 162,127.2230264,37.5410707
포천시,박소아과의원,031-536-0195,2010-10-29,11145,경기도 포천시 신읍동 43-40번지,경기도 포천시 중앙로115번길 4,127.2024345,37.8968056
이천시,박소아과의원,031-642-8644,2010-10-31,17418,경기도 이천시 장호원읍 장호원리 41-3번지 장호원리 41-3,경기도 이천시 장호원읍 장감로87번길 4,127.6321749,37.1177668
동두천시,박소아과의원,031-862-2690,2010-10-29,11325,경기도 동두천시 생연동 615-28번지 박소아과의원,경기도 동두천시 동광로 67-2,127.0556209,37.9087741
고양시,박소아과의원,031-904-0978,2010-10-27,10415,경기도 고양시 일산동구 마두동 785번지 한주프라자 202호,경기도 고양시 일산동구 강송로 169,126.7836295,37.6536043
부천시,박소아과의원,032-324-7153,2010-03-15,14583,경기도 부천시 중동 1170번지 포도마을 삼보상가 204호,경기도 부천시 조마루로 137,126.7600489,37.499788
수원시,박소아청소년과의원,031-246-3375,2010-10-31,16295,경기도 수원시 장안구 조원동 898-1번지 메가플러스 비-304호,경기도 수원시 장안구 송원로 81,127.0091757,37.3020679
남양주시,박소아청소년과의원,031-593-3678,2010-11-01,12185,경기도 남양주시 화도읍 창현리 749번지 창현신명 상가 205,경기도 남양주시 화도읍 창현로 60,127.3037757,37.646532
